"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"198229",3061559440,"Fabales","Fabaceae","Albizia","Albizia julibrissin","","SPECIES","Albizia julibrissin Durazz.","Albizia julibrissin","","","Tennessee",35.379093,-89.980769,20,"Mississippi River Forest"
"31011",2459991917,"Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","","SPECIES","Gleditsia triacanthos L.","Gleditsia triacanthos","","","Tennessee",35.641039,-89.832496,31,"Mississippi River Forest"
"33365",1272114222,"Fabales","Fabaceae","Trifolium","Trifolium pratense","","SPECIES","Trifolium pratense L.","Trifolium pratense","","","Tennessee",35.357827,-90.007495,6,"Mississippi River Forest"
"338561",3892649345,"Fabales","Fabaceae","Strophostyles","Strophostyles helvola","","SPECIES","Strophostyles helvola (L.) Elliott","Strophostyles helvola","","","Tennessee",35.179588,-90.05683,11,"Mississippi River Forest"
"488992",2573789841,"Fabales","Fabaceae","Pueraria","Pueraria montana","","SPECIES","Pueraria montana (Lour.) Merr.","Pueraria montana","","","Tennessee",35.639858,-89.834629,15,"Mississippi River Forest"
"53612",3902616044,"Fabales","Fabaceae","Strophostyles","Strophostyles helvola","","SPECIES","Strophostyles helvola (L.) Elliott","Strophostyles helvola","","","Tennessee",35.603078,-89.896142,6,"Mississippi River Forest"
"553191",2422954722,"Fabales","Fabaceae","Amorpha","Amorpha fruticosa","","SPECIES","Amorpha fruticosa L.","Amorpha fruticosa","","","Tennessee",35.172538,-90.056244,7,"Mississippi River Forest"
"577634",3773283123,"Fabales","Fabaceae","Vicia","Vicia sativa","","SPECIES","Vicia sativa L.","Vicia sativa","","","Tennessee",35.259082,-90.063255,27,"Mississippi River Forest"
"620276",1807271332,"Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","","SPECIES","Gleditsia triacanthos L.","Gleditsia triacanthos","","","Tennessee",35.645492,-89.836904,5,"Mississippi River Forest"
"70672",3061571399,"Fabales","Fabaceae","Desmanthus","Desmanthus illinoensis","","SPECIES","Desmanthus illinoensis (Michx.) MacMill. ex B.L.Rob. & Fernald","Desmanthus illinoensis","","","Tennessee",35.260015,-90.063573,31,"Mississippi River Forest"
"756782",3118305170,"Fabales","Fabaceae","Trifolium","Trifolium arvense","","SPECIES","Trifolium arvense L.","Trifolium arvense","","","Tennessee",35.073547,-90.161856,49,"Mississippi River Forest"
"81102",2626635535,"Fabales","Fabaceae","Trifolium","Trifolium pratense","","SPECIES","Trifolium pratense L.","Trifolium pratense","","","Tennessee",35.239605,-90.013911,4,"Mississippi River Forest"
"85021",2549977819,"Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","","SPECIES","Gleditsia triacanthos L.","Gleditsia triacanthos","","","Tennessee",35.36039,-90.014398,13,"Mississippi River Forest"
"91036",1807268806,"Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","","SPECIES","Gleditsia triacanthos L.","Gleditsia triacanthos","","","Tennessee",35.057075,-90.12872,5,"Mississippi River Forest"
"94088",3325757599,"Fabales","Fabaceae","Desmanthus","Desmanthus illinoensis","","SPECIES","Desmanthus illinoensis (Michx.) MacMill. ex B.L.Rob. & Fernald","Desmanthus illinoensis","","","Tennessee",35.162239,-90.056861,6,"Mississippi River Forest"
"112068",4138596493,"Fabales","Fabaceae","Gymnocladus","Gymnocladus dioicus","","SPECIES","Gymnocladus dioicus (L.) K.Koch","Gymnocladus dioicus","","","Tennessee",35.064172,-90.129486,16,"Mississippi River Forest"
"124112",4416709254,"Fabales","Fabaceae","Chamaecrista","Chamaecrista fasciculata","","SPECIES","Chamaecrista fasciculata (Michx.) Greene","Chamaecrista fasciculata","","","Tennessee",35.196716,-90.047189,8,"Mississippi River Forest"
"124860",4400443327,"Fabales","Fabaceae","Trifolium","Trifolium repens","","SPECIES","Trifolium repens L.","Trifolium repens","","","Tennessee",35.352988,-89.953206,9,"Mississippi River Forest"
"127567",3961098668,"Fabales","Fabaceae","Albizia","Albizia julibrissin","","SPECIES","Albizia julibrissin Durazz.","Albizia julibrissin","","","Tennessee",35.181427,-90.052628,32,"Mississippi River Forest"
"157791",4103158441,"Fabales","Fabaceae","Sesbania","Sesbania herbacea","","SPECIES","Sesbania herbacea (Mill.) McVaugh","Sesbania herbacea","","","Tennessee",35.36808,-90.076997,5,"Mississippi River Forest"
"167004",2814002276,"Fabales","Fabaceae","Albizia","Albizia julibrissin","","SPECIES","Albizia julibrissin Durazz.","Albizia julibrissin","","","Tennessee",35.378854,-89.980823,13,"Mississippi River Forest"
"183254",2814299296,"Fabales","Fabaceae","Cercis","Cercis canadensis","","SPECIES","Cercis canadensis L.","Cercis canadensis","","","Tennessee",35.336803,-90.05548,10,"Mississippi River Forest"
"1847882",2603419559,"Fabales","Fabaceae","Desmanthus","Desmanthus illinoensis","","SPECIES","Desmanthus illinoensis (Michx.) MacMill. ex B.L.Rob. & Fernald","Desmanthus illinoensis","","","Tennessee",35.260256,-90.064165,33,"Mississippi River Forest"
"196294",1262386908,"Fabales","Fabaceae","Trifolium","Trifolium repens","","SPECIES","Trifolium repens L.","Trifolium repens","","","Tennessee",35.067608,-90.107763,5,"Mississippi River Forest"
"201296",3456110180,"Fabales","Fabaceae","Vicia","Vicia sativa","","SPECIES","Vicia sativa L.","Vicia sativa","","","Tennessee",35.06469,-90.106372,6,"Mississippi River Forest"
"206412",3985710476,"Fabales","Fabaceae","Mimosa","Mimosa strigillosa","","SPECIES","Mimosa strigillosa Torr. & A.Gray","Mimosa strigillosa","","","Tennessee",35.159381,-90.057292,4,"Mississippi River Forest"
"2242521",4126808519,"Fabales","Fabaceae","Robinia","Robinia pseudoacacia","","SPECIES","Robinia pseudoacacia L.","Robinia pseudoacacia","","","Tennessee",35.186058,-90.047036,13,"Mississippi River Forest"
"2256871",3902491262,"Fabales","Fabaceae","Amorpha","Amorpha fruticosa","","SPECIES","Amorpha fruticosa L.","Amorpha fruticosa","","","Tennessee",35.600819,-89.896479,9,"Mississippi River Forest"
"242300",3384326769,"Fabales","Fabaceae","Melilotus","Melilotus albus","","SPECIES","Melilotus albus Medik.","Melilotus albus","","","Tennessee",35.180563,-90.056983,10,"Mississippi River Forest"
"245891",4137867651,"Fabales","Fabaceae","Amorpha","Amorpha fruticosa","","SPECIES","Amorpha fruticosa L.","Amorpha fruticosa","","","Tennessee",35.068283,-90.174994,4,"Mississippi River Forest"
"278399",2999200557,"Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","","SPECIES","Gleditsia triacanthos L.","Gleditsia triacanthos","","","Tennessee",35.115231,-90.108383,8,"Mississippi River Forest"
"280716",3902801479,"Fabales","Fabaceae","Desmodium","Desmodium canescens","","SPECIES","Desmodium canescens (L.) DC.","Desmodium canescens","","","Tennessee",35.603405,-89.89588,4,"Mississippi River Forest"
"2883591",1143555822,"Fabales","Fabaceae","Pueraria","Pueraria montana","lobata","VARIETY","Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep","Pueraria montana lobata","","","Tennessee",35.36121,-90.010098,5,"Mississippi River Forest"
"288376",3902282920,"Fabales","Fabaceae","Strophostyles","Strophostyles helvola","","SPECIES","Strophostyles helvola (L.) Elliott","Strophostyles helvola","","","Tennessee",35.603465,-89.895943,20,"Mississippi River Forest"
"308829",4138748320,"Fabales","Fabaceae","Melilotus","Melilotus albus","","SPECIES","Melilotus albus Medik.","Melilotus albus","","","Tennessee",35.0704,-90.121033,10,"Mississippi River Forest"
"309035",3772685149,"Fabales","Fabaceae","Robinia","Robinia pseudoacacia","","SPECIES","Robinia pseudoacacia L.","Robinia pseudoacacia","","","Tennessee",35.259082,-90.063255,27,"Mississippi River Forest"
"3116131",3773555390,"Fabales","Fabaceae","Trifolium","Trifolium incarnatum","","SPECIES","Trifolium incarnatum L.","Trifolium incarnatum","","","Tennessee",35.263758,-90.063833,27,"Mississippi River Forest"
"3268871",4028750720,"Fabales","Fabaceae","Trifolium","Trifolium pratense","","SPECIES","Trifolium pratense L.","Trifolium pratense","","","Tennessee",35.347683,-90.045156,10,"Mississippi River Forest"
"351664",3384649939,"Fabales","Fabaceae","Melilotus","Melilotus albus","","SPECIES","Melilotus albus Medik.","Melilotus albus","","","Tennessee",35.161795,-90.056924,5,"Mississippi River Forest"
"358769",4126883597,"Fabales","Fabaceae","Sesbania","Sesbania herbacea","","SPECIES","Sesbania herbacea (Mill.) McVaugh","Sesbania herbacea","","","Tennessee",35.067683,-90.120972,5,"Mississippi River Forest"
"373368",4028980993,"Fabales","Fabaceae","Mimosa","Mimosa strigillosa","","SPECIES","Mimosa strigillosa Torr. & A.Gray","Mimosa strigillosa","","","Tennessee",35.160636,-90.056263,4,"Mississippi River Forest"
"3921202",3902034774,"Fabales","Fabaceae","Trifolium","Trifolium dubium","","SPECIES","Trifolium dubium Sibth.","Trifolium dubium","","","Tennessee",35.263758,-90.063833,27,"Mississippi River Forest"
"4052701",3335497561,"Fabales","Fabaceae","Medicago","Medicago lupulina","","SPECIES","Medicago lupulina L.","Medicago lupulina","","","Tennessee",35.161655,-90.056837,5,"Mississippi River Forest"
"417975",4006504515,"Fabales","Fabaceae","Desmodium","Desmodium canescens","","SPECIES","Desmodium canescens (L.) DC.","Desmodium canescens","","","Tennessee",35.603433,-89.895857,20,"Mississippi River Forest"
"424784",3455291680,"Fabales","Fabaceae","Lathyrus","Lathyrus oleraceus","","SPECIES","Pisum sativum L.","Pisum sativum","","","Tennessee",35.351897,-90.053061,5,"Mississippi River Forest"
"4498561",2603298079,"Malpighiales","Euphorbiaceae","Croton","Croton glandulosus","","SPECIES","Croton glandulosus L.","Croton glandulosus","","","Tennessee",35.59852,-89.895955,33,"Mississippi River Forest"
"450970",4138241359,"Malpighiales","Euphorbiaceae","Croton","Croton lindheimeri","","SPECIES","Croton lindheimeri (Engelm. & A.Gray) Alph.Wood","Croton lindheimeri","","","Tennessee",35.262091,-90.059786,8,"Mississippi River Forest"
"458328",3070769718,"Malpighiales","Violaceae","Viola","Viola sororia","","SPECIES","Viola sororia Willd.","Viola sororia","","","Tennessee",35.308725,-90.053446,31,"Mississippi River Forest"
"463912",3383872161,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Tennessee",35.126008,-90.070969,17,"Mississippi River Forest"
"464720",2422955732,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nutans","","SPECIES","Euphorbia nutans Lag.","Euphorbia nutans","","","Tennessee",35.172292,-90.056283,5,"Mississippi River Forest"
"471087",4162021301,"Malpighiales","Salicaceae","Populus","Populus deltoides","","SPECIES","Populus deltoides W.Bartram ex Marshall","Populus deltoides","","","Tennessee",35.128484,-90.070321,5,"Mississippi River Forest"
"475039",4076207307,"Malpighiales","Violaceae","Viola","Viola sororia","","SPECIES","Viola sororia Willd.","Viola sororia","","","Tennessee",35.361214,-90.014409,7,"Mississippi River Forest"
"4770601",3070455713,"Malpighiales","Violaceae","Viola","Viola eriocarpa","","SPECIES","Viola eriocarpa (Nutt.) Schwein.","Viola eriocarpa","","","Tennessee",35.310061,-90.053916,15,"Mississippi River Forest"
"487209",2620038909,"Malpighiales","Passifloraceae","Passiflora","Passiflora lutea","","SPECIES","Passiflora lutea L.","Passiflora lutea","","","Tennessee",35.306452,-90.066451,33,"Mississippi River Forest"
"487745",2397481588,"Malpighiales","Salicaceae","Salix","Salix nigra","","SPECIES","Salix nigra Marshall","Salix nigra","","","Tennessee",35.067211,-90.108395,5,"Mississippi River Forest"
"492069",3903052142,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia humistrata","","SPECIES","Euphorbia humistrata Engelm. ex A.Gray","Euphorbia humistrata","","","Tennessee",35.60297,-89.896142,4,"Mississippi River Forest"
"494405",2557773333,"Malpighiales","Violaceae","Viola","Viola eriocarpa","","SPECIES","Viola eriocarpa (Nutt.) Schwein.","Viola eriocarpa","","","Tennessee",35.362897,-90.015228,10,"Mississippi River Forest"
"5150151",4111682385,"Malpighiales","Salicaceae","Salix","Salix interior","","SPECIES","Salix interior Rowlee","Salix interior","","","Tennessee",35.60314,-89.896043,20,"Mississippi River Forest"
"515584",4162517351,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Tennessee",35.126199,-90.071655,8,"Mississippi River Forest"
"518723",4416934274,"Malpighiales","Euphorbiaceae","Croton","Croton glandulosus","","SPECIES","Croton glandulosus L.","Croton glandulosus","","","Tennessee",35.172462,-90.056226,4,"Mississippi River Forest"
"534022",3772596236,"Malpighiales","Salicaceae","Populus","Populus deltoides","","SPECIES","Populus deltoides W.Bartram ex Marshall","Populus deltoides","","","Tennessee",35.263758,-90.063833,27,"Mississippi River Forest"
"540635",2597766925,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nutans","","SPECIES","Euphorbia nutans Lag.","Euphorbia nutans","","","Tennessee",35.598705,-89.895986,33,"Mississippi River Forest"
"553532",3902757567,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia humistrata","","SPECIES","Euphorbia humistrata Engelm. ex A.Gray","Euphorbia humistrata","","","Tennessee",35.602963,-89.895961,20,"Mississippi River Forest"
"554058",3773064415,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Tennessee",35.125968,-90.070937,4,"Mississippi River Forest"
"5673811",3391554662,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nutans","","SPECIES","Euphorbia nutans Lag.","Euphorbia nutans","","","Tennessee",35.260376,-90.063355,27,"Mississippi River Forest"
"570119",4102671312,"Malpighiales","Salicaceae","Populus","Populus deltoides","","SPECIES","Populus deltoides W.Bartram ex Marshall","Populus deltoides","","","Tennessee",35.128314,-90.070847,5,"Mississippi River Forest"
"586124",3061571379,"Malpighiales","Violaceae","Viola","Viola sororia","sororia","VARIETY","Viola sororia var. sororia","Viola sororia sororia","","","Tennessee",35.261534,-90.06321,16,"Mississippi River Forest"
"586928",3902675391,"Malpighiales","Euphorbiaceae","Croton","Croton glandulosus","","SPECIES","Croton glandulosus L.","Croton glandulosus","","","Tennessee",35.601179,-89.896535,16,"Mississippi River Forest"
"590181",2557773471,"Malpighiales","Violaceae","Viola","Viola eriocarpa","","SPECIES","Viola eriocarpa (Nutt.) Schwein.","Viola eriocarpa","","","Tennessee",35.067222,-90.122131,5,"Mississippi River Forest"
"601124",3902525346,"Malpighiales","Salicaceae","Salix","Salix interior","","SPECIES","Salix interior Rowlee","Salix interior","","","Tennessee",35.60265,-89.896247,3,"Mississippi River Forest"
"606010",1265539298,"Malpighiales","Salicaceae","Salix","Salix nigra","","SPECIES","Salix nigra Marshall","Salix nigra","","","Tennessee",35.067591,-90.107812,5,"Mississippi River Forest"
"6222691",3902408887,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nutans","","SPECIES","Euphorbia nutans Lag.","Euphorbia nutans","","","Tennessee",35.60341,-89.895956,20,"Mississippi River Forest"
"626395",3902674493,"Malpighiales","Salicaceae","Salix","Salix nigra","","SPECIES","Salix nigra Marshall","Salix nigra","","","Tennessee",35.602647,-89.896263,3,"Mississippi River Forest"
"640342",4421183978,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Tennessee",35.600513,-89.8964,4,"Mississippi River Forest"
"6457912",2851056036,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Tennessee",35.125891,-90.07088,7,"Mississippi River Forest"
"6596781",2988411731,"Sapindales","Anacardiaceae","Rhus","Rhus glabra","","SPECIES","Rhus glabra L.","Rhus glabra","","","Tennessee",35.411557,-89.941007,18,"Mississippi River Forest"
"661468",1272078995,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.362928,-90.015621,13,"Mississippi River Forest"
"661886",2283008239,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.341949,-90.046726,16,"Mississippi River Forest"
"667671",2447846854,"Sapindales","Sapindaceae","Cardiospermum","Cardiospermum halicacabum","","SPECIES","Cardiospermum halicacabum L.","Cardiospermum halicacabum","","","Tennessee",35.056394,-90.138125,5,"Mississippi River Forest"
"669829",1273842691,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.358867,-90.015437,10,"Mississippi River Forest"
"706723",1305118215,"Sapindales","Sapindaceae","Acer","Acer saccharum","","SPECIES","Acer saccharum Marshall","Acer saccharum","","","Tennessee",35.362835,-90.015695,7,"Mississippi River Forest"
"710451",1837084283,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.36248,-90.03833,10,"Mississippi River Forest"
"719954",3118397217,"Sapindales","Anacardiaceae","Rhus","Rhus glabra","","SPECIES","Rhus glabra L.","Rhus glabra","","","Tennessee",35.07397,-90.162047,30,"Mississippi River Forest"
"721364",2597853093,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.261601,-90.063138,33,"Mississippi River Forest"
"726833",2814358450,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.336845,-90.055542,10,"Mississippi River Forest"
"741955",2283014925,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.060845,-90.127725,43,"Mississippi River Forest"
"7432371",3079623845,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.319675,-90.059958,4,"Mississippi River Forest"
"747250",1305118219,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Tennessee",35.362995,-90.016101,7,"Mississippi River Forest"
"754596",3090950430,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.059533,-90.113358,5,"Mississippi River Forest"
"7639981",2984483595,"Sapindales","Sapindaceae","Acer","Acer floridanum","","SPECIES","Acer floridanum hort. ex K.Koch, 1869","Acer floridanum","","","Tennessee",35.378654,-89.980863,9,"Mississippi River Forest"
"771902",3888997303,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.357049,-90.003019,8,"Mississippi River Forest"
"774381",3888737306,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.343222,-90.055768,15,"Mississippi River Forest"
"783834",4102683891,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.332305,-90.057983,4,"Mississippi River Forest"
"792982",3764324684,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.34145,-90.05143,4,"Mississippi River Forest"
"793992",1273842696,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.358327,-90.014743,17,"Mississippi River Forest"
"7944631",3772658295,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.288436,-90.015525,32,"Mississippi River Forest"
"809083",4076267596,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.365155,-90.030411,9,"Mississippi River Forest"
"8131381",1273842684,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.362399,-90.014959,10,"Mississippi River Forest"
"828281",4137585857,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.074403,-90.159806,4,"Mississippi River Forest"
"829770",2236232103,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.341735,-90.04774,11,"Mississippi River Forest"
"8324491",4137663145,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Tennessee",35.074433,-90.159653,9,"Mississippi River Forest"
"834404",3873924885,"Sapindales","Rutaceae","Citrus","Citrus trifoliata","","SPECIES","Citrus trifoliata L.","Citrus trifoliata","","","Tennessee",35.342595,-90.039514,6,"Mississippi River Forest"
"835506",2460130935,"Sapindales","Sapindaceae","Aesculus","Aesculus pavia","","SPECIES","Aesculus pavia L.","Aesculus pavia","","","Tennessee",35.351909,-90.054905,31,"Mississippi River Forest"
"8427321",2619957094,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.340842,-90.048223,8,"Mississippi River Forest"
"850577",3889208498,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.342822,-90.04913,37,"Mississippi River Forest"
"8530813",3097041131,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.341878,-90.041497,4,"Mississippi River Forest"
"853759",3873258738,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.33973,-90.050239,8,"Mississippi River Forest"
"858814",4399896654,"Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron radicans","","SPECIES","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans","","","Tennessee",35.174469,-90.04985,7,"Mississippi River Forest"
"874668",2634261313,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Tennessee",35.067125,-90.109078,5,"Mississippi River Forest"
"48781",3333098385,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Tennessee",35.057833,-90.124825,15,"Mississippi River Forest"
"125912",3355064501,"Gentianales","Apocynaceae","Apocynum","Apocynum cannabinum","","SPECIES","Apocynum cannabinum L.","Apocynum cannabinum","","","Tennessee",35.066737,-90.106083,7,"Mississippi River Forest"
"17945",4102688302,"Gentianales","Rubiaceae","Mitchella","Mitchella repens","","SPECIES","Mitchella repens L.","Mitchella repens","","","Tennessee",35.340218,-90.05294,8,"Mississippi River Forest"
"28621",3902523604,"Gentianales","Apocynaceae","Cynanchum","Cynanchum laeve","","SPECIES","Cynanchum laeve (Michx.) Pers.","Cynanchum laeve","","","Tennessee",35.597501,-89.896733,20,"Mississippi River Forest"
"353431",3327859663,"Gentianales","Rubiaceae","Spermacoce","Spermacoce glabra","","SPECIES","Spermacoce glabra Michx.","Spermacoce glabra","","","Tennessee",35.18193,-90.056861,18,"Mississippi River Forest"
"386871",3328132627,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Tennessee",35.179047,-90.057097,4,"Mississippi River Forest"
"61009",3874149926,"Gentianales","Apocynaceae","Asclepias","Asclepias perennis","","SPECIES","Asclepias perennis Walter","Asclepias perennis","","","Tennessee",35.677812,-89.807128,4,"Mississippi River Forest"
"644112",2445038481,"Gentianales","Gentianaceae","Obolaria","Obolaria virginica","","SPECIES","Obolaria virginica L.","Obolaria virginica","","","Tennessee",35.342075,-90.046647,30,"Mississippi River Forest"
"76975",4126697753,"Gentianales","Apocynaceae","Cynanchum","Cynanchum laeve","","SPECIES","Cynanchum laeve (Michx.) Pers.","Cynanchum laeve","","","Tennessee",35.179117,-90.057053,4,"Mississippi River Forest"
"836581",3384996171,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Tennessee",35.069725,-90.107422,6,"Mississippi River Forest"
"864301",1291153758,"Gentianales","Apocynaceae","Asclepias","Asclepias perennis","","SPECIES","Asclepias perennis Walter","Asclepias perennis","","","Tennessee",35.283959,-90.081585,5,"Mississippi River Forest"
"106409",4416982782,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Tennessee",35.197082,-90.045455,8,"Mississippi River Forest"
"1074991",1262386864,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Tennessee",35.067103,-90.110122,5,"Mississippi River Forest"
"134929",2814395734,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Tennessee",35.348458,-90.046783,10,"Mississippi River Forest"
"161948",4162003302,"Gentianales","Rubiaceae","Galium","Galium aparine","","SPECIES","Galium aparine L.","Galium aparine","","","Tennessee",35.363016,-90.015594,10,"Mississippi River Forest"
"164900",2814312746,"Gentianales","Apocynaceae","Gonolobus","Gonolobus suberosus","","SPECIES","Gonolobus suberosus (L.) Schult.","Gonolobus suberosus","","","Tennessee",35.336675,-90.054144,10,"Mississippi River Forest"
"175192",2465110124,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Tennessee",35.067432,-90.111127,5,"Mississippi River Forest"
"1860691",3059023502,"Gentianales","Apocynaceae","Gonolobus","Gonolobus suberosus","granulatus","VARIETY","Gonolobus suberosus var. granulatus (Scheele) Krings & Q.Y.Xiang","Gonolobus suberosus granulatus","","","Tennessee",35.261977,-90.062827,8,"Mississippi River Forest"
"2515821",2626252257,"Gentianales","Rubiaceae","Sherardia","Sherardia arvensis","","SPECIES","Sherardia arvensis L.","Sherardia arvensis","","","Tennessee",35.240204,-90.014238,15,"Mississippi River Forest"
"2523441",2603431099,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Tennessee",35.064117,-90.109047,5,"Mississippi River Forest"
"2698083",2619911539,"Ranunculales","Menispermaceae","Cocculus","Cocculus carolinus","","SPECIES","Cocculus carolinus (L.) DC.","Cocculus carolinus","","","Tennessee",35.342665,-90.057109,2,"Mississippi River Forest"
"278409",1562895375,"Ranunculales","Berberidaceae","Podophyllum","Podophyllum peltatum","","SPECIES","Podophyllum peltatum L.","Podophyllum peltatum","","","Tennessee",35.363093,-90.016135,12,"Mississippi River Forest"
"280770",3384717156,"Ranunculales","Ranunculaceae","Actaea","Actaea pachypoda","","SPECIES","Actaea pachypoda Elliott","Actaea pachypoda","","","Tennessee",35.343103,-90.044686,10,"Mississippi River Forest"
